,지점명,일시,일강수량_sum_mm,일강수량_mean_mm,일강수량_std_mm,일강수량_max_mm,평균기온_mean_c,평균풍속_mean_ms,최저기온_min_c,최고기온_max_c,최대순간풍속_max_ms,최대순간풍속향_max_deg,집중호우일수
489,동대문,1999,948.5,10.423076923076923,36.63695182894231,281.5,25.55909090909091,1.9454545454545453,16.4,37.5,21.3,356.6,2.0
490,동대문,2000,666.5,7.244565217391305,18.19091286323745,106.0,26.2304347826087,2.128260869565217,15.1,36.9,20.0,355.2,2.0
491,동대문,2001,1154.0,12.543478260869565,35.99264669818242,283.5,25.99130434782609,2.3173913043478263,15.8,37.3,15.5,356.0,2.0
492,동대문,2002,832.0,9.043478260869565,25.55715982925301,165.5,24.991304347826095,2.463043478260869,14.8,37.7,21.3,359.6,3.0
493,동대문,2003,1155.0,12.554347826086957,31.599785828469784,176.5,24.470652173913045,2.088043478260869,15.2,35.3,14.8,358.9,4.0
494,동대문,2004,781.0,8.48913043478261,20.5174782446884,112.0,25.713043478260865,2.052173913043479,15.3,37.8,14.6,355.2,3.0
495,동대문,2005,675.0,7.336956521739131,18.29446392807593,109.0,25.69347826086956,2.0663043478260876,16.0,37.0,13.6,359.8,2.0
496,동대문,2006,1206.5,13.11413043478261,38.74487582290399,239.0,25.4054347826087,1.9444444444444444,15.5,38.2,16.4,354.3,4.0
497,중랑,1997,547.5,5.951086956521739,17.437495879334453,133.5,26.13913043478261,1.8065217391304345,13.1,36.8,15.8,348.2,1.0
498,중랑,1998,1559.0,17.322222222222223,45.244486355444906,301.0,24.508888888888897,1.878888888888889,13.5,33.9,13.1,357.1,5.0
499,중랑,1999,788.5,8.664835164835164,28.899351679103926,207.0,24.98589743589744,1.8285714285714292,15.8,36.4,19.7,357.6,2.0
500,중랑,2000,594.5,6.833333333333333,17.286179899095,110.5,25.95625,1.9098765432098763,14.5,35.8,16.1,359.4,1.0
501,중랑,2001,1215.0,13.351648351648352,39.484912343935925,310.0,25.173033707865173,2.1224719101123593,15.5,35.7,18.0,327.6,2.0
502,중랑,2002,902.0,9.804347826086957,27.878755995089367,163.0,24.551086956521722,2.539130434782609,14.5,35.6,16.5,356.6,4.0
503,중랑,2003,1199.5,13.03804347826087,32.631074121575566,180.0,24.051648351648346,2.263736263736263,14.7,33.1,20.9,358.0,4.0
504,중랑,2004,815.0,8.858695652173912,21.04591084071074,111.0,25.416483516483517,2.3461538461538463,15.3,36.7,18.3,354.9,3.0
505,중랑,2005,667.0,7.25,19.474765300677788,125.5,25.463043478260868,2.4108695652173906,16.0,36.3,19.0,358.9,2.0
506,중랑,2006,1232.0,13.391304347826088,38.90202020849249,251.5,25.2141304347826,2.198913043478261,15.1,36.5,17.4,357.2,3.0
507,기상청,1997,524.5,6.639240506329114,20.95338793805052,122.0,25.52972972972974,1.6786666666666672,12.6,37.2,17.4,294.8,2.0
508,기상청,1998,1209.5,13.438888888888888,34.207465820383185,268.0,23.71666666666666,1.749367088607594,9.8,32.0,13.9,359.1,3.0
509,기상청,1999,771.0,8.472527472527473,29.626598657040397,231.5,24.66593406593407,1.7362637362637365,16.4,33.7,21.0,322.6,2.0
510,기상청,2000,673.5,7.320652173913044,18.104486348516534,99.5,25.342857142857145,1.7217391304347829,15.1,34.0,20.0,329.0,2.0
511,기상청,2001,1118.5,12.157608695652174,38.4297510484702,286.5,24.982608695652164,1.5847826086956527,15.4,34.4,16.0,313.1,2.0
512,기상청,2002,746.0,8.108695652173912,20.845431429135594,147.0,24.12727272727273,1.4355555555555555,15.1,34.9,36.9,357.3,2.0
513,기상청,2003,1067.0,11.597826086956522,25.87036990802824,162.0,23.110112359550552,0.502247191011236,15.4,31.0,11.0,310.8,3.0
514,기상청,2004,723.0,7.858695652173913,18.33334889747272,98.0,24.871910112359544,0.9011235955056177,14.3,35.6,14.5,346.7,2.0
515,기상청,2005,626.5,6.884615384615385,17.514609286579542,104.0,24.76091954022988,1.4551724137931037,15.1,36.5,16.9,328.9,2.0
516,기상청,2006,1077.5,11.71195652173913,34.55734473669578,209.5,24.48152173913042,1.3434782608695652,9.6,35.2,10.5,318.8,4.0
517,마포,1997,505.5,5.494565217391305,16.683131996585058,122.0,25.66428571428571,1.943181818181818,5.2,36.3,17.5,352.4,1.0
518,마포,1998,1618.0,17.977777777777778,46.85088172704701,327.5,25.124444444444443,2.2800000000000002,14.1,34.1,14.1,306.5,5.0
519,마포,1999,854.0,9.384615384615385,34.5675728684716,274.5,25.72967032967033,2.16153846153846,17.2,36.8,19.3,313.5,2.0
520,마포,2000,710.5,7.7228260869565215,20.283209660289664,119.5,26.08043478260869,2.06304347826087,15.4,35.9,17.7,285.3,2.0
521,마포,2001,1074.5,11.679347826086957,35.032997123884265,268.5,25.926666666666673,1.9366666666666654,16.5,36.3,13.9,313.9,2.0
522,마포,2002,914.5,9.940217391304348,29.112498957606114,169.5,24.572826086956514,2.4108695652173915,16.3,36.1,21.4,350.1,3.0
523,마포,2003,1215.5,13.21195652173913,32.012551942078005,186.0,23.9989010989011,2.1164835164835165,16.0,32.2,13.0,327.7,3.0
524,마포,2004,724.0,7.869565217391305,17.593372497984653,91.0,25.364130434782602,2.1228260869565214,15.8,37.0,14.8,319.3,1.0
525,마포,2005,702.5,7.635869565217392,18.98193230892477,115.5,25.416483516483513,2.142857142857143,16.4,36.2,14.7,338.1,2.0
526,마포,2006,1080.5,11.744565217391305,36.51422232058378,228.5,25.126086956521743,2.0771739130434774,16.5,34.9,20.8,341.8,4.0
527,서대문,1997,431.5,4.690217391304348,15.839310256534883,117.0,24.475280898876402,1.336263736263736,10.5,36.5,15.0,353.8,1.0
528,서대문,1998,1482.0,16.84090909090909,43.320348106676086,319.0,23.546511627906977,1.608139534883721,12.5,33.6,14.0,352.4,4.0
529,서대문,1999,833.5,9.159340659340659,33.95158964703183,263.0,24.00549450549451,1.4274725274725275,14.8,35.5,18.0,357.1,2.0
530,서대문,2000,516.0,5.608695652173913,18.522458314604048,126.5,24.784444444444443,1.4322222222222223,13.2,35.3,18.7,355.7,3.0
531,서대문,2001,927.5,10.081521739130435,29.17663874075137,226.0,24.196666666666676,1.5722222222222215,13.5,34.1,14.0,35.2,3.0
532,서대문,2002,858.0,9.326086956521738,24.690995242360916,171.5,23.363736263736264,1.4681318681318674,12.7,35.0,21.7,333.7,2.0
533,서대문,2003,1005.5,10.929347826086957,29.63204583266798,171.0,22.595652173913045,1.3804347826086951,13.9,31.9,13.1,347.7,3.0
534,서대문,2004,731.5,7.951086956521739,17.31147427756184,91.5,23.785714285714292,1.4043956043956043,12.2,35.2,18.0,347.3,1.0
535,서대문,2005,607.0,6.5978260869565215,17.364426046531626,113.5,23.7488888888889,1.375824175824176,14.5,34.6,12.6,359.6,2.0
536,서대문,2006,1094.5,11.896739130434783,35.90758422164454,225.0,23.95824175824175,1.2989010989010985,14.6,35.0,15.8,333.4,3.0
537,광진,1997,640.2,6.958695652173914,20.322153516660237,131.5,25.587777777777774,1.2433333333333334,11.7,37.0,11.6,354.2,2.0
538,광진,1998,1094.5,12.161111111111111,44.172213276197205,332.5,24.007865168539325,1.1786516853932583,13.1,33.9,12.5,345.8,3.0
539,광진,1999,861.0,9.566666666666666,29.816875547510513,215.5,25.15180722891567,1.272289156626506,15.7,36.9,16.2,355.2,2.0
540,광진,2000,721.5,7.842391304347826,20.168102514961326,120.5,26.069565217391304,1.2804347826086953,15.4,36.0,17.0,355.2,3.0
541,광진,2001,861.5,9.36413043478261,23.415279042585432,143.5,25.48260869565216,1.3771739130434784,15.3,35.2,11.2,332.4,3.0
542,광진,2002,1003.5,10.907608695652174,32.35448652991466,186.0,24.442222222222224,2.6000000000000005,15.0,36.5,19.5,335.1,4.0
543,광진,2003,1111.5,12.081521739130435,30.117743043105193,170.0,23.960869565217383,2.194565217391304,14.8,33.4,15.0,359.9,4.0
544,광진,2004,664.5,7.2228260869565215,17.141679192886542,97.5,25.379347826086953,2.134782608695652,15.3,36.6,15.1,291.4,1.0
545,광진,2005,728.5,7.918478260869565,20.350807578261715,125.5,25.43586956521739,2.156521739130435,16.2,37.1,19.4,294.8,3.0
546,광진,2006,1131.5,12.298913043478262,35.46202579564254,232.5,25.35714285714286,1.9527472527472531,16.2,36.6,16.4,325.7,4.0
547,성북,1997,563.5,6.125,20.41541447905597,155.0,24.719101123595507,1.438202247191011,11.1,36.0,16.8,359.9,1.0
548,성북,1998,1674.0,18.6,47.16473639861206,359.5,22.997752808988775,1.8404494382022467,11.9,32.6,15.7,329.9,5.0
549,성북,1999,1050.5,11.543956043956044,37.72043716251682,282.0,24.031818181818174,1.7324675324675318,15.3,35.6,19.3,359.9,2.0
550,성북,2000,927.5,10.081521739130435,24.22051591245439,129.0,24.99891304347826,1.5000000000000007,14.1,35.4,18.8,328.9,3.0
551,성북,2001,614.5,6.679347826086956,21.91511866140865,163.0,24.914285714285718,1.6428571428571426,15.0,35.6,20.0,18.4,2.0
552,성북,2002,941.0,10.228260869565217,27.371418983347727,159.0,23.7695652173913,1.8152173913043481,13.6,35.4,21.0,16.7,3.0
553,성북,2003,1281.0,13.923913043478262,31.95712570649818,175.5,23.375824175824178,1.5725274725274725,13.9,32.9,14.5,353.9,3.0
554,성북,2004,828.0,9.0,19.52119164080213,96.5,24.53478260869566,1.7891304347826087,13.9,36.1,14.8,358.5,1.0
555,성북,2005,718.0,7.804347826086956,18.3296967538058,101.0,24.60760869565217,1.8663043478260872,15.0,36.0,16.0,348.9,2.0
556,성북,2006,1150.5,12.505434782608695,38.32391547860271,225.5,24.279120879120896,1.770652173913043,11.9,35.9,17.3,352.2,3.0
557,용산,1997,583.0,6.406593406593407,18.170628327653777,126.5,26.431460674157314,1.7426966292134831,14.4,37.2,18.8,358.2,2.0
558,용산,1998,1383.0,15.366666666666667,40.17712189288209,315.5,24.705555555555552,1.9033333333333344,12.9,35.1,16.1,304.6,3.0
559,용산,1999,610.5,6.708791208791209,25.949423664555415,228.5,25.431868131868132,1.8164835164835156,16.3,36.6,26.9,358.6,1.0
560,용산,2000,493.5,5.364130434782608,12.014209366748796,65.0,26.227173913043465,1.8195652173913044,15.8,36.5,24.0,344.0,0.0
561,용산,2001,1081.5,11.755434782608695,36.20010735255297,274.0,26.10326086956522,1.9423913043478254,16.4,37.4,17.4,349.1,3.0
562,용산,2002,948.0,10.304347826086957,28.51931642694307,179.0,24.988043478260867,2.2032967032967026,15.9,37.1,23.6,355.6,3.0
563,용산,2003,1185.5,12.88586956521739,29.86877005352367,159.0,24.39560439560439,1.825274725274726,15.6,33.9,13.9,353.0,4.0
564,용산,2004,739.5,8.03804347826087,19.287049930745138,111.5,25.735869565217396,1.8804347826086953,15.1,37.9,19.8,359.5,2.0
565,용산,2005,678.5,7.375,19.33376949425908,121.5,25.677777777777784,2.039130434782609,16.0,38.5,16.8,353.4,2.0
566,용산,2006,1046.5,11.375,32.21285875594976,200.5,25.4445652173913,1.5206521739130432,14.9,37.8,12.8,353.3,4.0
567,은평,1997,435.5,4.733695652173913,13.148026862152854,83.0,25.34777777777778,2.22967032967033,11.3,35.6,21.0,350.5,1.0
568,은평,1998,1053.0,11.7,32.17297002143258,242.0,23.935555555555553,2.6611111111111105,13.2,33.4,17.5,353.3,2.0
569,은평,1999,787.0,8.648351648351648,30.838602658347114,218.0,24.488888888888884,2.3477777777777784,15.8,35.0,23.7,352.9,2.0
570,은평,2000,684.0,7.434782608695652,18.97210465123141,112.5,25.164130434782617,2.3271739130434788,14.3,34.2,22.5,351.5,2.0
571,은평,2001,926.5,10.070652173913043,31.733833084065935,202.0,24.78804347826086,2.4782608695652186,14.2,35.3,16.7,358.1,3.0
572,은평,2002,804.0,8.73913043478261,23.415205712873977,140.5,23.79333333333334,2.545555555555556,14.0,35.4,31.6,347.3,3.0
573,은평,2003,1302.0,14.152173913043478,32.40105302270916,192.5,23.377173913043485,2.2097826086956522,15.3,32.5,15.8,313.1,4.0
574,은평,2004,632.5,6.875,14.88981970237487,81.5,24.676086956521743,1.841304347826087,13.3,36.2,15.8,309.8,1.0
575,은평,2005,662.5,7.201086956521739,16.72483508724831,96.0,24.660869565217382,1.3880434782608702,15.7,35.8,13.6,314.5,2.0
576,은평,2006,1016.5,11.048913043478262,35.444358172748316,218.0,24.44782608695652,1.416304347826087,14.6,35.4,19.1,310.6,3.0
577,금천,1998,1097.0,12.325842696629213,32.2671819208207,254.5,23.97816091954024,2.3402298850574708,13.7,32.3,18.2,324.8,2.0
578,금천,1999,846.5,9.302197802197803,31.741479969773792,247.5,23.31978021978022,2.2428571428571424,15.8,32.1,26.7,322.9,2.0
579,금천,2000,623.0,6.771739130434782,17.20295991709628,96.0,24.936956521739127,2.318478260869564,15.0,33.6,28.3,266.6,2.0
580,금천,2001,1006.5,10.940217391304348,34.414238235922284,263.0,25.369565217391305,2.2858695652173906,15.8,35.3,21.1,358.8,2.0
581,금천,2002,769.5,8.36413043478261,29.423406177797958,216.5,24.38152173913045,2.372826086956521,15.9,35.3,17.4,353.6,4.0
582,금천,2003,992.0,10.782608695652174,24.85311844450565,137.5,22.7304347826087,2.111956521739131,14.6,31.0,17.1,358.6,4.0
583,금천,2004,708.0,7.695652173913044,19.166413578447713,123.0,24.93478260869565,2.1630434782608696,14.3,35.3,15.3,359.3,2.0
584,금천,2005,675.0,7.336956521739131,19.61274937096272,118.0,24.66966292134832,2.1449438202247193,15.1,35.3,19.2,359.2,2.0
585,금천,2006,988.0,10.73913043478261,32.557344022278556,204.0,24.573913043478264,2.031521739130434,15.3,35.0,17.0,356.4,4.0
586,한강,1997,435.0,4.728260869565218,15.598396128363744,108.5,25.911111111111115,2.1066666666666674,13.9,36.3,15.5,357.6,1.0
587,한강,1998,963.0,10.943181818181818,25.91458469866907,160.0,24.040963855421683,2.4619047619047625,13.1,35.0,13.9,335.5,3.0
588,한강,1999,739.5,8.126373626373626,28.6585834928108,221.0,24.929069767441856,2.345054945054945,16.6,35.9,20.0,350.1,2.0
589,한강,2000,513.0,5.576086956521739,15.443077823144456,96.0,25.98043478260868,2.225,15.5,35.8,20.0,350.5,1.0
590,한강,2001,883.5,9.603260869565217,27.95684842512233,186.0,25.969565217391317,2.3945652173913046,16.4,36.7,17.7,339.2,3.0
591,한강,2002,703.5,7.646739130434782,25.944630184370073,158.5,25.06043956043955,2.5582417582417576,16.7,34.7,18.7,332.7,3.0
592,한강,2003,1032.0,11.217391304347826,28.622716747350246,155.0,24.21195652173913,2.3902173913043483,16.1,33.6,13.0,358.5,3.0
593,한강,2004,675.5,7.342391304347826,17.848404574840192,96.5,25.127472527472516,2.267032967032967,16.1,36.0,15.9,349.8,2.0
594,한강,2005,586.0,6.369565217391305,18.051645927394205,138.5,25.265217391304343,2.2978260869565212,15.8,36.5,18.5,311.5,1.0
595,한강,2006,1031.5,11.21195652173913,32.45463729337061,196.5,24.868478260869566,2.21304347826087,16.5,36.3,16.4,354.6,4.0
596,중구,1997,376.5,5.302816901408451,18.174448090114918,138.0,22.512244897959185,1.5319148936170206,10.6,32.9,14.0,275.6,1.0
597,중구,1998,1257.0,14.284090909090908,34.68974105980381,267.0,22.13048780487805,2.2783132530120493,10.2,32.6,15.4,352.4,4.0
598,중구,1999,757.0,8.31868131868132,27.34019390359554,175.0,23.85824175824176,2.2,15.3,35.7,23.4,351.4,2.0
599,중구,2000,714.0,7.760869565217392,19.982338116401305,121.5,24.714285714285708,1.813186813186813,13.7,34.8,17.7,303.9,2.0
600,중구,2001,1061.5,11.53804347826087,34.05032101119051,262.5,24.28571428571428,2.0999999999999996,13.9,35.9,19.2,320.1,3.0
601,중구,2002,533.5,5.798913043478261,16.594891935953722,99.5,23.13414634146341,2.20253164556962,13.9,35.4,22.2,321.4,2.0
602,중구,2003,1163.0,12.641304347826088,27.083035329807203,155.0,22.440659340659348,1.916304347826087,13.5,32.1,16.9,335.4,3.0
603,중구,2004,547.5,5.951086956521739,14.376044593218321,85.0,24.051136363636353,2.0,13.7,35.0,21.5,321.0,1.0
604,중구,2005,574.0,6.239130434782608,16.5239550152328,117.0,23.745555555555548,1.691111111111111,12.3,35.2,17.8,315.0,1.0
605,중구,2006,967.5,10.516304347826088,28.602279464890085,195.0,23.295454545454547,1.7636363636363632,14.5,34.5,21.0,325.0,3.0
606,북한산,1997,1045.5,12.156976744186046,43.97955819454862,375.5,22.673750000000005,1.7300000000000004,8.8,33.1,18.5,353.8,2.0
607,북한산,1998,1184.0,13.60919540229885,31.452106936427068,232.5,21.078750000000007,2.422500000000001,10.6,29.9,18.4,359.9,3.0
608,북한산,1999,881.5,9.686813186813186,36.24259681887908,280.5,22.223595505617975,2.0921348314606756,13.7,33.0,22.2,281.6,2.0
609,북한산,2000,790.0,8.58695652173913,23.571333014617583,167.0,23.04888888888888,1.9300000000000006,13.0,33.0,27.9,275.5,2.0
610,북한산,2001,1399.0,15.206521739130435,42.50353263753323,264.5,22.125000000000007,2.1250000000000013,11.7,31.3,20.8,285.9,5.0
611,북한산,2002,699.5,7.603260869565218,18.160689650741237,105.0,20.634883720930233,2.325,11.4,31.4,34.1,287.7,1.0
612,북한산,2003,1180.0,12.826086956521738,30.453751170323894,172.0,20.282222222222217,2.0555555555555554,13.4,29.2,21.2,351.8,4.0
613,북한산,2004,486.5,5.288043478260869,11.309150650585982,55.0,22.02298850574713,2.027586206896551,12.7,32.6,19.2,357.8,0.0
614,북한산,2005,687.5,7.4728260869565215,16.315125479075952,88.5,21.720879120879115,1.9010989010989008,12.7,32.6,21.4,357.7,1.0
615,북한산,2006,1049.0,11.402173913043478,32.108866935497886,196.5,21.49780219780219,1.8857142857142852,11.9,32.2,22.4,359.7,3.0
616,성동,2000,292.0,36.5,44.74052174164139,118.5,25.942857142857147,0.5,6.5,34.6,23.3,343.0,2.0
617,성동,2001,1060.0,11.521739130434783,35.85485951427424,271.0,25.888043478260872,2.4054347826086957,15.6,36.9,15.2,138.0,3.0
618,성동,2002,700.5,7.697802197802198,20.059755055677353,123.5,24.671910112359537,2.6280898876404493,15.4,36.2,21.2,292.2,2.0
619,성동,2003,995.5,10.820652173913043,27.39090062288264,149.5,24.226086956521737,1.9760869565217396,15.3,33.6,13.8,349.7,3.0
620,성동,2004,669.5,7.2771739130434785,17.831532160142974,100.0,25.3054347826087,2.054347826086956,14.7,37.1,16.4,354.7,2.0
621,성동,2005,656.5,7.135869565217392,18.528876077250246,120.0,25.413043478260853,2.277173913043477,16.0,36.6,15.8,355.2,2.0
622,성동,2006,1204.0,13.08695652173913,37.32516817974757,242.5,25.421739130434784,2.008695652173913,15.8,37.1,14.9,357.5,4.0
623,북악산,2002,0.0,0.0,0.0,0.0,,,,,,,0.0
624,구로,2002,1132.0,12.304347826086957,33.89122520245973,226.0,24.31086956521739,1.9445652173913046,14.8,36.5,14.7,344.7,5.0
625,구로,2003,1135.5,12.342391304347826,29.307007876996607,169.5,23.148888888888884,1.71,14.2,32.5,13.0,359.1,3.0
626,구로,2004,702.5,7.635869565217392,17.628508264488843,92.5,24.541304347826078,1.7249999999999999,12.9,36.6,14.9,347.1,2.0
627,구로,2005,629.0,6.836956521739131,18.688174067471408,123.0,24.413483146067417,1.9646341463414636,14.2,35.8,18.7,322.8,2.0
628,구로,2006,1031.0,11.206521739130435,34.39390057204855,210.5,24.4,1.950000000000001,13.5,36.6,17.2,355.8,4.0
629,강북,2002,880.0,9.565217391304348,24.44810801813726,142.5,26.98695652173914,1.8217391304347827,16.2,38.8,21.7,354.8,3.0
630,강북,2003,1312.5,14.266304347826088,33.39477907860078,197.5,24.84782608695653,1.630434782608696,15.4,35.0,17.3,358.8,4.0
631,강북,2004,788.0,8.565217391304348,18.75700856431782,90.0,25.605434782608693,1.668478260869565,14.4,37.9,15.2,337.4,2.0
632,강북,2005,799.0,8.684782608695652,19.930472195365656,101.0,25.826086956521735,1.6315217391304353,15.7,37.6,13.8,347.9,2.0
633,강북,2006,1264.0,13.73913043478261,43.042623792838306,266.5,25.519565217391307,1.5695652173913042,15.1,37.4,13.3,349.8,3.0
634,남현,2002,0.0,0.0,,0.0,,,,,,,0.0
635,관악,1997,202.5,5.1923076923076925,12.24670491914124,66.5,23.1,1.4111111111111112,11.8,33.3,9.8,334.6,0.0
636,관악,1998,1341.5,14.905555555555555,39.030591174624796,319.5,22.940449438202265,1.5101123595505614,11.8,32.2,22.3,335.1,4.0
637,관악,1999,858.5,9.434065934065934,30.53888311928552,222.0,23.637078651685396,1.3898876404494387,13.3,34.1,18.9,359.9,2.0
638,관악,2000,736.5,8.005434782608695,18.92705699843675,100.5,24.43913043478261,1.4934782608695654,12.2,34.6,20.0,354.7,2.0
639,관악,2001,1022.0,11.108695652173912,30.494264105482632,207.0,24.309890109890112,1.4505494505494503,12.7,34.5,15.1,342.7,2.0
640,관악,2002,927.5,10.081521739130435,28.590157875205804,185.0,23.40111111111111,1.4544444444444442,11.4,35.6,14.9,357.7,4.0
641,관악,2003,929.5,10.214285714285714,23.832650672873925,151.0,22.48522727272728,1.1749999999999998,11.7,32.7,13.6,319.0,3.0
642,관악,2004,535.0,5.815217391304348,15.157002043320857,107.5,23.94886363636364,1.4875,10.4,36.3,13.5,349.1,1.0
643,관악,2005,746.0,8.108695652173912,20.205513621226352,118.0,23.382608695652166,1.8228260869565218,13.1,35.6,15.4,357.7,2.0
644,관악,2006,988.0,10.73913043478261,30.97468642675091,206.5,23.131521739130427,1.755434782608696,13.2,34.9,14.4,273.4,4.0
645,영등포 ,1997,430.0,4.673913043478261,16.830674962242696,119.0,26.14090909090908,2.0284090909090913,13.2,37.1,18.1,353.7,2.0
646,영등포 ,1998,1388.5,15.427777777777777,41.84082740222607,316.0,24.93,2.2022222222222223,14.0,33.6,15.8,318.8,5.0
647,영등포 ,1999,838.0,9.208791208791208,32.84619595208232,259.0,25.953409090909098,1.9954545454545458,17.1,36.6,18.3,332.6,2.0
648,영등포 ,2000,651.0,7.076086956521739,17.862099168844356,107.5,26.1125,1.9443181818181818,15.3,35.8,22.6,322.8,1.0
649,영등포 ,2001,1005.5,10.929347826086957,32.91368845149511,250.5,25.998913043478247,2.1402173913043474,16.2,37.2,15.8,339.8,3.0
650,영등포 ,2002,851.0,9.25,27.44219699339278,164.0,24.965934065934068,2.2340659340659337,16.0,36.8,16.2,356.9,3.0
651,영등포 ,2003,1032.0,11.217391304347826,25.730887962091902,160.5,24.378888888888884,1.738461538461538,16.0,33.0,12.6,355.9,3.0
652,영등포 ,2004,752.5,8.179347826086957,18.94099883672011,100.5,25.865217391304352,1.8239130434782613,16.1,38.0,13.3,332.7,2.0
653,영등포 ,2005,683.0,7.423913043478261,18.566177268516583,124.5,25.852747252747246,1.7923076923076926,15.7,38.2,13.9,321.5,2.0
654,영등포 ,2006,1126.0,12.23913043478261,36.73153855354104,225.0,25.66703296703297,1.5604395604395607,16.1,37.0,12.6,334.3,4.0
655,현충원,2002,0.0,0.0,0.0,0.0,,,,,,,0.0
656,현충원,2005,0.0,0.0,0.0,0.0,,,,,,,0.0
